EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
043720924,GLOBAL EQUIP MINISTRIES,% PAUL PERRY,BELO HORIZONTE MG 30331-970,BRAZIL,,00000-0000,1894,03,9,7000,196709,1,10,029000000,5,01,,0,0,06,0,12,,,,,
050582355,FLASC INC,BARBARA BILLAVER,ZICARON YAAKOV 30900,ISRAEL,,00000-0000,0000,03,3,1200,201501,1,16,000000000,1,01,,1,1,02,0,12,,,,U99,
060602997,TITI MILLIE DAY CARE INC,,PO BOX 1347,GUANICA,PR,00653-1347,0000,03,3,1000,200206,1,15,000000000,1,01,201509,3,4,01,0,09,71407,288554,288554,P33,
061291614,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,% FACILITY REPRESENTATIVE,PO BOX 302120,ST THOMAS,VI,00803-2120,3254,05,9,3000,199002,0,00,263000000,0,01,201412,0,0,02,0,12,0,0,0,,NATCA LOCAL STT
061619174,FRIENDS OF THE BISHOP STRACHAN SCHOOL INC,% JAN GILLESPIE,TORONTO M4V 1X2,CANADA,,00000-0000,0000,03,3,1200,200110,4,15,000000000,1,01,201406,0,0,02,0,06,0,0,0,A12,
061700976,SEED OF LIFE WORLD MINISTRIES,% HELEN SPENCER,CEB-KU ATTN AMC-ITT/FWD,APO,AE,09366-0000,0000,03,3,7000,200506,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
066037010,AMERICAN ACADEMY OF INSURANCE MEDICINE,% AAIM,OTTAWA ONTARIO K2E 7J6,CANADA,,00000-0000,0000,06,3,1000,194406,2,00,205000000,5,01,201412,5,4,01,0,12,813457,388383,388383,,SWISS RE LIFE & HEALTH AMERICA INC
066039988,WIEGAND MEMORIAL FOUNDATION INC,,MONTREAL QC,CANADA,,00000-0000,0000,03,3,1000,195711,4,04,161180059,1,01,201412,5,4,00,1,12,728713,341004,,,
112518719,LENNIE TRISTANO JAZZ FOUNDATION INC,% CAROL TRISTANO,ARCUEIL 94110,FRANCE,,00000-0000,0000,03,3,3000,198809,1,16,090000000,1,01,201412,0,0,02,0,12,0,0,0,,
113452714,FRIENDS OF YESHIVA CHOFETZ CHAIM KOLEL-ISRAEL,% GALITZER,JERUSALEM ISRAEL,ISRAEL,,00000-0000,0000,03,3,1200,199904,4,15,000000000,1,01,201412,4,3,01,0,12,118234,98758,98758,P20,
113503195,SAAC CORP,% SIGFREDO AQUADO DE LA CRUZ,1357 AVE ASHFORD PMB 379,SAN JUAN,PR,00907-1400,0000,03,3,1000,200504,1,15,000000000,1,01,201412,1,0,02,0,12,1,0,0,L20,
116605083,KINGJAY FOUNDATION TRUST,% STERN,EFRAT 90435,ISRAEL,,00000-0000,0000,03,3,1000,200605,1,04,000000000,2,01,201412,7,6,00,1,12,5612499,2394817,,T22,
122680572,CANADIAN UNICEF COMMITTEE-COMITE UNICEF CANADA,% UNICEF,TORONTO M4S 2C6,CANADA,,00000-0000,0000,03,3,1000,200501,4,15,000000000,1,01,201412,1,0,02,0,12,1,0,0,Q42,
132556216,UPPER CANADA EDUCATIONAL FOUNDATION,% K C CLARK,TORONTO ON M4V 1W6,CANADA,,00000-0000,0000,03,3,1200,196808,4,16,059602040,1,01,201506,4,6,01,0,06,115254,1063960,1063960,,
132971607,PHILHARMONIA FOUNDATION,% DAVID WHELTON-MICHAEL ELLISTON,LONDON UK SE1 0UX,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197903,1,15,090602000,1,01,201505,3,1,02,0,05,27298,8005,8005,A110,SYDNEY GRUSON
133003707,NOVA SPES INTERNATIONAL FOUNDATION,,RM 00193,ITALY,,00000-0000,0000,03,3,2000,198001,2,15,994123000,1,02,201412,6,4,01,0,12,2772253,145329,145329,,
133085180,ROYAL SHAKESPEARE,,WARWICKSHIRE UNITED KI CV37 6BB,UNITED KINGDOM,,00000-0000,0000,03,3,1200,198110,2,15,123090094,1,01,201503,9,9,01,0,03,175002425,104022351,104022351,A650,
133211128,WORLD FEDERATION OF SOCIETIES OF ANAESTHESIOLOGISTS,% MICHAEL ROSEN TREASURER,LONDON UNITED KINGDOM W1B 1PY,UNITED KINGDOM,,00000-0000,0000,03,3,1000,198503,1,15,162000000,5,01,201412,6,6,01,0,12,2633688,2532529,664662,G91Z,
133347776,BURLINGTON MAGAZINE FOUNDATION INC,,LONDON WC1H9-AD,UNITED KINGDOM,,00000-0000,0000,03,3,1000,198609,2,03,120000000,1,01,201412,6,4,00,1,12,3214599,131809,,,
133465253,HIROSHIMA FUND,% C RAJAKARUNA,LONDON N17 7RP,UNITED KINGDOM,,00000-0000,0000,03,3,1000,198905,1,15,520000000,1,01,201412,2,2,02,0,12,17431,16337,16337,Q410,
133532698,FRIENDS OF OTZAR HAPOSKIM INC,% B WALFISH,JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1000,199405,4,15,008000000,1,01,201412,1,0,02,0,12,1,0,0,,
133617665,SUSAN DEVINE CAMILLI FOUNDATION INC,% ANDRE CAMILLI,LONDON W85DE,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199108,1,04,602574000,1,01,201212,6,6,00,1,12,4574505,1603586,,,
133666768,HAROLD W SIEBENS CHARITABLE,% MCDERMOTT WILL & EMERY LLP,ALBERTA T2T 5S8,CANADA,,00000-0000,0000,03,3,1000,199308,4,04,602000000,1,01,201412,7,7,00,1,12,5267528,8432972,,,
133748085,EVANS FAMILY FOUNDATION,,LONDON WCIX 9JF,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199412,2,04,602000000,2,01,201411,8,4,00,1,11,11780402,302907,,,
133779420,SOCIEDAD ECONOMICA DE AMIGOS DEL PAIS INC,% C/O CORP,208 AVE PONCE DE LEON STE 1020,SAN JUAN,PR,00918-1040,0000,03,3,1000,199604,1,15,994120481,1,01,201412,3,4,01,0,12,86515,275000,275000,R40,
133785442,GREAT PACIFIC FOUNDATION,,VANCOUVER BC V6C 1C7,CANADA,,00000-0000,0000,03,3,1000,199501,4,04,602000000,1,01,201412,8,6,00,1,12,10712485,2771003,,Z99Z,
133793639,PLURAL ARTS INTERNATIONAL INC,% TODD FLETCHER,BERLIN BERLIN 10042,GERMANY,,00000-0000,0000,03,3,1000,199501,1,15,994431090,1,01,201412,0,0,02,0,12,0,0,0,R30,
133823577,AMERICAN FRIENDS OF ENGLISH NATIONAL OPERA INC,% HOGAN LEVELLS ATLANTIC HOUSE,LONDON,UNITED KINGDOM,,00000-0000,0000,03,1,1000,200811,1,15,994602000,1,01,201412,4,4,01,0,12,188229,242647,242647,A116,
133867834,MICHAEL J ZAMKOW & SUE E BERMAN FOUNDATION,% MICHAEL J ZAMKOW,LONDON,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199610,2,04,602000000,2,01,201502,6,5,00,1,02,1146835,742396,,T20J,ZAMKOW MICHAEL J TTEE
133989532,GARY WILLIAMS FOUNDATION,%,LONDON,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199807,2,04,602000000,2,01,201501,6,1,00,1,01,1796950,1086,,T20Z,
133993558,GRATCH FOUNDATION,% ARIEL GRATCH,HERTZELIA ISRAEL,ISRAEL,,00000-0000,0000,03,3,1000,199812,1,04,000000000,1,01,201412,4,1,00,1,12,141311,2079,,T20,
134028661,REDRESS TRUST LIMITED,% WHITE & CASE LLP,LOCAL,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199910,1,16,000000000,1,01,201503,4,4,01,0,03,250089,395000,395000,Q70,
134088704,DB FOUNDATION,% RICHARD BRONKS,HAMPSHIRE RG25 3AQ,UNITED KINGDOM,,00000-0000,0000,03,3,1000,200102,2,04,000000000,1,01,201410,6,4,00,1,10,1067130,305172,,T22,
134164140,INTERNATIONAL FINANCIAL REPORTING STANDARDS FOUNDATION,% JAMES DEISSLER HD OF FINANC,EC4M 6XH,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200106,1,15,000000000,1,01,201412,8,8,01,0,12,32502282,47063826,47063826,S034,
134190458,NER LE ELEF,% LEA RABI,JERUSALEM ISRAEL 9548311,ISRAEL,,00000-0000,0000,03,3,1000,200201,1,15,000000000,1,01,201505,0,0,02,0,05,0,0,0,X30,
134332925,BLUFF CITY NATIVE CULTURAL SOCIETY,% ELMER BLANCHARD,RICHLAND 47634,NAMIBIA,,00000-0000,0000,03,3,2000,201402,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A80,
136161753,HENRY W SAFRAN FOUNDATION INC,% THE FOREST HOUSE,BERKS SL4 2SG,UNITED KINGDOM,,00000-0000,0000,03,3,1000,196307,2,04,602000000,1,01,201412,1,0,00,1,12,5824,0,,,
136163055,FRIENDS OF MCMASTER INCORPORATED,% KAREN MCGLYNN,HAMILTON ONTARIO L8R 2K3,CANADA,,00000-0000,0000,03,3,1000,198809,4,17,602000000,1,01,201412,1,4,01,0,12,940,154600,154600,,
136620923,UNIVERSITY OF WESTERN ONTARIO FOUNDATION INC,% FINANCIAL SERVICES DEPARTMENT,LOCAL,CANADA,,00000-0000,0000,03,3,2000,196104,1,15,000000000,1,01,201404,3,4,01,0,04,25570,302600,302600,,
137119948,THE EDUCATION RENAISSANCE TRUST,% GORMAN DARBY & CO,LONDON EC1N 8EH,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199804,2,04,119000000,2,01,201503,6,4,00,1,03,1292271,466991,,T20Z,BODDY DAVID ET AL TTEE
137265426,LOMDIM TR,% YIGAL GROSS,JERUSALEM 91344,ISRAEL,,00000-0000,0000,03,3,1000,200201,4,15,000000000,1,01,201404,0,0,02,0,04,0,0,0,T20,GROSS YIGAL TTEE
137302537,INSTITUTE FOR CULUTURAL DIPLOMACY INC,% MARK C DONFRIED,BERLIN 10785,GERMANY,,00000-0000,0000,03,3,2000,200407,2,15,000000000,1,01,201506,0,0,02,0,06,0,0,0,Q40,KUDAMM KARREE 3RD FL HOCHHAUS
141782056,AMERICAN FRIENDS OF THE JEWISH BIBLE ASSOCIATION INC,% JOSHUA BACKON,JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1000,199509,4,15,994602000,1,01,201412,0,0,02,0,12,0,0,0,X99Z,
141807509,CIAR ASSOCIATION INC,% CANADIAN INSTITUTE FOR ADVANCED R,TORONTO ONTARIO M5G 1Z8,CANADA,,00000-0000,0000,03,3,1000,199809,4,15,994602000,1,01,201406,0,0,02,0,06,0,0,0,Z99,
141965395,GIVE CHILDREN A CHANCE,% JARROD WILLIAM GOSY,CMR 414 BOX 2247,APO,AE,09173-0000,3317,03,9,7000,199112,2,10,001000000,1,01,,0,0,06,0,06,,,,,
161356493,FAMILY MOTOR COACH ASSOCIATION,% NANCY BERRY,LANSDOWNE ONTARIO K0E 1L0,CANADA,,00000-0000,2609,07,9,1000,197401,2,00,299318000,5,01,201412,0,0,02,0,12,0,0,0,,GMC HERITAGE CRUISERS
161574588,1 WORLD FOUNDATION INC,% JOSEPH L RICH PRES,KINGSTON ONTARIO K7M 8A6,CANADA,,00000-0000,0000,03,3,1000,199912,4,15,000000000,1,01,201503,1,0,02,0,03,1,0,0,T12,
161591978,PARTNERS IN HARVEST INC,% JOHN ARNOTT,ETOBICOKE,CANADA,,00000-0000,0000,03,3,1700,200303,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X20,
161655556,ZERO TOLERANCE BASKETBALL ORGANIZATION INC,,9900 OHC APT 285,ST THOMAS,VI,00802-0000,0000,03,3,1200,201408,1,15,000000000,1,01,201312,1,3,01,0,09,2700,41739,41739,N63,
161756538,THE MORTON APFELDORF PARKINSONS SUPPORT FOUNDATION INC,% MORTON APFELDORF,JERUSALEM JERUSALEM 92147,ISRAEL,,00000-0000,0000,03,3,1000,200606,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,T30,
166077141,MYCOLOGICAL SOCIETY OF AMERICA THE,% SHARON A CANTRELL,PO BOX 3030,GURABO,PR,00778-3030,0000,03,3,8000,196504,1,16,161180000,5,01,201412,6,5,01,0,12,1464025,531801,531801,,
200105601,JERUSALEM INSTITUTE FOR MARKET STUDIES INC,% ROBERT MARK SAUER,JERUSALEM JERUSALEM 92567,ISRAEL,,00000-0000,0000,03,3,2000,200312,4,15,000000000,1,01,201412,3,4,01,0,12,45820,409800,409800,Q30,
200443521,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% IRIS SPITZ,TORONTO ONTARIO,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,TORONTO CHAPTER
200443551,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% REINHARD POGLITSCH,VIENNA 1210,AUSTRIA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,201406,0,0,02,0,06,0,0,0,,AUSTRIA CHAPTER
200443557,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% GREG M PHERSON,CALGARY ALBERTA,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,CALGARY CHAPTER
200443576,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% BARBARA BEST,OTTAWA ONTARIO,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,OTTAWA CHAPTER
200443583,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% VICKI HACKL,EDMONTON ALBERTA,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,NORTHERN ALBERTA CHAPTER
200443612,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% MICHELE POISSANT,LAVA QUEBEC H7L4C1,CANADA,,00000-0000,7100,06,9,1000,198904,2,00,149000000,5,01,,0,0,01,0,06,,,,,MONTREAL CHAPTER
200443614,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% VICTORIA SCHEDEL,NORTH VANCOUVER BC V7M 1A2,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,BRITISH COLUMBIA CHAPTER
200443616,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% ONDREJ STRUP,PRAHA CZ-181 00,CZECH REPUBLIC,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,201406,0,0,02,0,06,0,0,0,,CZECH REPUBLIC CHAPTER
200443628,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% CINDY A DANDEWICH,MB R3PON5,CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,MANITOBA CHAPTER
200443637,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% KEIJO KAIVANTO MANAGING DIRECTOR,FIN-00100 HELSINKI,FINLAND,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,201406,0,0,02,0,06,0,0,0,,FINLAND CHAPTER
200443640,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% JOHN ZIEGLER,"REGINA,SK,54P3B8",CANADA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,REGINA CHAPTER
200443721,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% MARIANTONIETTA LISENA,20131 MILANO,ITALY,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,ITALIA CHAPTER
200443739,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% ERIC MORETTI,LUXEMBOURG,LUXEMBOURG,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,02,0,06,,,,,LUXEMBOURG CHAPTER
200443751,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% TOMASZ KWIATKOWSKI,02342 WARSZAWA,POLAND,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,201406,0,0,02,0,06,0,0,0,,POLSKA CHAPTER
200443763,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% HERMANDA GUTIERREZ,18 MADRID,SPAIN,,00000-0000,7100,06,9,1000,198904,2,00,149000000,5,01,,0,0,01,0,06,,,,,MADRID CHAPTER
200443770,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% MONIKA TROLLE,STOCKHOLM,SWEDEN,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,SVERIGE CHAPTER
200443786,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% CATHRINE PAULI,CH-8604 VOLKETSWIL-ZURICH,SWITZERLAND,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,02,0,06,,,,,SWITZERLAND CHAPTER
200443816,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% RONKE ADEJO,YABA,NIGERIA,,00000-0000,7100,06,9,1000,198904,0,00,000000000,5,01,,0,0,01,0,06,,,,,LAGOS CHAPTER
200443825,INTERNATIONAL FACILITY MANAGEMENT ASSOCIATION INC,% BERNICE CHENG,KWAN 0,HONG KONG,,00000-0000,7100,06,9,1000,198904,2,00,149000000,5,01,,0,0,01,0,06,,,,,HONG KONG CHAPTER
200602982,NIPISSING DISTRICT DEVELOPMENTAL SCREEN USA,% LINDA MCLAY,NORTH BAY ONTARIO P1B 8K6,CANADA,,00000-0000,0000,03,3,1000,201410,1,16,000000000,1,01,201503,0,0,02,0,03,0,0,0,P20,
200612879,MOBILE ENTERTAINMENT FORUM USA INC,% JOANNE LACEY,LONDON VICTORIA,UNITED KINGDOM,,00000-0000,0000,06,3,1000,200609,2,00,000000000,1,01,201503,0,0,02,0,03,0,0,0,S41,
200644142,STRATEGIC SOLUTIONS NETWORK INC,% SANA JOSEPH,1013 ESTATE WHIM,FREDERIKSTED,VI,00840-3752,0000,03,3,1000,201511,1,16,000000000,1,01,,1,3,02,0,12,,,,P20,
200835061,FRIENDS OF JOURNALISTS FOR HUMAN RIGHTS INC,% ALEXANDRA SICOTTE - LEVESQUE,TORONTO M5V 2L7,CANADA,,00000-0000,0000,03,3,1000,200411,1,15,000000000,1,01,201412,1,0,02,0,12,161,0,0,R63,
200838203,ECLIPSEORG FOUNDATION INC,% CHRIS LAROCQUE,OTTAWA ONTARIO,CANADA,,00000-0000,0000,06,3,1000,200602,0,00,000000000,0,01,201412,6,6,01,0,12,2267277,3763690,3763690,,ECLIPSE FOUDATION INC
201096061,KAMIEN FAMILY FOUNDATION,% ANITA KAMIEN,JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1000,200603,1,04,000000000,1,01,201412,3,2,00,1,12,57771,19105,,B99,
201653634,SANABEL MICROFINANCE OF THE ARAB COUNTRIES INC,,NEW CAIRO 11853,EGYPT,,00000-0000,0000,03,3,1000,200601,2,15,000000000,1,01,201412,6,6,01,0,12,1026645,1010371,1010044,Q32,
201859322,SEEDTIME WATER FOUNDATION INC,,COLONIA EL CONTADERO MEXICO DF 0550,MEXICO,,00000-0000,0000,03,3,1000,200607,2,15,000000000,1,01,201312,1,1,02,0,12,6907,1022,1022,B129,
201865237,AMERICAN FRIENDS OF ALMA INC,% ROART INC,TEL AVIV,ISRAEL,,00000-0000,0000,03,3,2100,200509,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,,
201936637,AMERICAN RESEARCH CENTER IN SOFIA INC,% GEORGE K SIDJIMKOV,1407 SOFIA,BULGARIA,,00000-0000,0000,03,3,1200,200503,1,15,000000000,1,01,201412,6,6,01,0,12,1839050,1042101,1042101,A70,
202032957,OLD ROAD FUND INC,% R BRAXTON HILL III,ST JOHNS ANTIGUA W ST JOHNS ANTIGUA,ANTIGUA & BARBUDA,,00000-0000,0000,03,3,1200,200503,1,15,000000000,1,01,201412,3,4,01,0,12,77193,156382,156382,P20,
202318102,MESHI EARLY CHILDHOOD DEVELOPMENT CENTER,,JERUSALEM MIDDLE EAST 97253,ISRAEL,,00000-0000,0000,03,3,1000,200306,2,11,000000000,1,01,201412,6,7,01,0,12,2771799,6087729,6087729,B28,
202576850,AT HIS FEET MINISTRIES INCORPORATED,% RICK ESQUIVEL,BROADSTONE DORSET BH18 8EU GB,UNITED KINGDOM,,00000-0000,0000,03,3,7100,200610,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X30,
203074517,TRUSTAFRICA,% ADAMA N KOUYATE,PYROTECHNIE X VDN BP 45435 DAKAR-FA,SENEGAL,,00000-0000,0000,03,3,1000,200507,1,15,000000000,1,01,201503,8,8,01,0,03,14078723,10816547,10809071,Q30,
203193115,AMERICAN FRIENDS OF UHN INC,% FRANK J COPPING,LOCAL,CANADA,,00000-0000,0000,03,3,1000,200511,4,15,000000000,1,01,201503,1,6,01,0,03,7127,1240669,1240669,E112,
203288442,EMOR EL HA COHANIM,% BARUCH ADLER,JERUSALEM 91051,ISRAEL,,00000-0000,0000,03,3,2000,200609,4,11,000000000,1,01,201312,0,0,02,0,12,0,0,0,B20,
203317540,INTERNATIONAL SCHOOL PSYCHOLOGY ASSOCIATION INC,% DR ROBERT D CLARK,AMSTERDAM,NETHERLANDS,,00000-0000,0000,03,3,2100,200605,1,16,000000000,1,01,201412,4,3,02,0,12,162198,49897,49897,V23,
203519246,WORLD MEDICAL FUND USA,% RUTH HUTCHINSON CALKINS,SADDLEBOW NORFOLK PE34 3FN,UNITED KINGDOM,,00000-0000,0000,03,3,1200,200511,1,15,000000000,1,01,201412,1,1,02,0,12,2079,8443,8443,Q99,
203553514,THE TOSKAN CASALE FOUNDATION INC,% ERNST & YOUNG US LLP,TORONTO ONTAIRO M4N 3N1,CANADA,,00000-0000,0000,03,3,1000,200606,1,04,000000000,1,01,201506,3,0,00,1,06,93240,0,,T50,
203685807,INTERNATIONAL CONFEDERATION OF PLASTIC RECONSTRUCTIVE AESTHETIC,% MARITA EISENMANN-KLEIN,MUENCHEN 81679,GERMANY,,00000-0000,0000,03,3,2000,200704,1,15,000000000,1,01,201212,3,5,01,0,12,34199,685939,685939,B60,IPRAS
204233856,MOCKETT FAMILY FOUNDATION,% DOUG MOCKETT & INC,PO BOX 25194,CHRISTIANSTED,VI,00824-1194,0000,03,3,1000,200605,1,04,000000000,1,01,201412,1,0,00,1,12,872,0,,T20,
204416398,HADDEN FAMILY FOUNDATION,% KEVIN J WEBER,PORT ROWAN ON N0E 1M0,CANADA,,00000-0000,0000,03,3,1000,200610,4,04,000000000,1,01,201412,5,4,00,1,12,904108,105400,,T22,
204733601,AMERICAN FRIENDS OF THE ART GALLERY OF ONTARIO INC,% CASSANDRA LEMAY,TORONTO ON M5T 1G4,CANADA,,00000-0000,0000,03,3,1000,200612,4,15,000000000,1,01,201412,3,3,01,0,12,72082,95278,95278,A11,
